"","comID","yearG","sex","CAUSE","county","Ndeaths","YLL","m.YLL","mean.age","Level","pop","YLLper","YLLrateLCI","YLLrateUCI","cDeathRate","rateLCI","rateUCI","comName","oDeaths","aRate","aLCI","aUCI","YLL.adj.rate"
"486","78.2rr","2011-2015","Total","0","Los Angeles",3875,73510,18.97,76.23,"lev0",113600,12940,12850,13040,682.3,660.8,703.8,"Glendale Northeast/La Canada-Flintridge/La Crescenta/Montrose/Sunland/Tujunga/Verdugo City",3876,626,606.1,646.5,11870
"487","78.2rrr","2011-2015","Total","0","Los Angeles",3645,68000,18.65,76.56,"lev0",103800,13110,13010,13210,702.7,679.8,725.5,"La Mirada/Santa Fe Springs South",3651,578.6,559.8,598,11330
"488","78.2s","2011-2015","Total","0","Los Angeles",2472,75370,30.49,63.28,"lev0",83990,17950,17820,18080,588.7,565.5,611.9,"South Central Southwest",2472,817.3,784.2,851.5,21070
"489","78.2ss","2011-2015","Total","0","Los Angeles",2673,72040,26.95,67.28,"lev0",116500,12370,12280,12460,459,441.6,476.4,"Pomona East and South",2673,693.7,666.8,721.5,15700
"490","78.2sss","2011-2015","Total","0","Los Angeles",2259,52810,23.38,71.27,"lev0",97590,10820,10730,10920,463,443.9,482,"Downey Southwest/Lynwood North Central/South Gate East",2260,610,584.6,636.3,12950
"491","78.2t","2011-2015","Total","0","Los Angeles",2235,44480,19.9,75.22,"lev0",93660,9498,9410,9586,477.3,457.5,497,"Hermosa Beach/Lawndale North/Manhattan Beach/Redondo Beach North",2235,523.3,501.3,546.1,9927
"492","78.2tt","2011-2015","Total","0","Los Angeles",5036,89510,17.77,77.59,"lev0",118000,15170,15070,15270,853.5,829.9,877.1,"Claremont/La Verne/Pomona Northwest/San Dimas",5038,641.1,623,659.7,12660
"493","78.2ttt","2011-2015","Total","0","Los Angeles",4167,75970,18.23,77.23,"lev0",127600,11910,11820,11990,653.1,633.3,672.9,"Burbank North/North Hollywood South",4167,571.8,554.3,589.8,11120
"494","78.2u","2011-2015","Total","0","Los Angeles",3290,57080,17.35,78.12,"lev0",92720,12310,12210,12410,709.7,685.4,733.9,"Redondo Beach Central and South/Torrance West Central",3290,523.3,505.3,542,9992
"495","78.2uu","2011-2015","Total","0","Los Angeles",2906,55080,18.95,76.44,"lev0",87110,12650,12540,12750,667.2,642.9,691.5,"La Habra Heights/Whittier",2925,555.3,534.9,576.5,11740
"496","78.2uuu","2011-2015","Total","0","Los Angeles",3085,74540,24.16,70.3,"lev0",83750,17800,17670,17930,736.7,710.7,762.7,"Athens/Gardena Northeast/Harbor Gateway North",3085,803.9,775.5,833.1,18800
"497","78.2v","2011-2015","Total","0","Los Angeles",3795,85030,22.41,72.1,"lev0",107900,15760,15660,15870,703.5,681.1,725.9,"Carson/Compton West/Rancho Dominguez",3795,716.7,693.6,740.3,15190
"498","78.2vv","2011-2015","Total","0","Los Angeles",2615,55230,21.12,73.78,"lev0",90130,12260,12150,12360,580.2,558,602.5,"Los Nietos/Santa Fe Springs Northeast",2615,605.1,581.9,629.1,12820
"499","78.2vvv","2011-2015","Total","0","Los Angeles",2821,56660,20.09,74.9,"lev0",115800,9789,9708,9869,487.4,469.4,505.3,"Diamond Bar/Industry East/Phillips Ranch/Pomona West/Walnut",2824,511.9,492.6,531.8,9739
"500","78.2w","2011-2015","Total","0","Los Angeles",4040,57280,14.18,82.3,"lev0",132000,8679,8608,8750,612.1,593.3,631,"Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood",4054,427.6,413.7,442.1,7476
"501","78.2ww","2011-2015","Total","0","Los Angeles",3383,69330,20.49,74.45,"lev0",101000,13730,13630,13830,670,647.4,692.6,"Pico Rivera/Santa Fe Springs Northwest",3383,627.5,606.4,649.2,13230
"502","78.2www","2011-2015","Total","0","Los Angeles",3701,76700,20.72,74.21,"lev0",126600,12120,12030,12200,584.6,565.8,603.4,"Valinda/West Covina",3701,575.5,556.8,594.6,12160
"503","78.2x","2011-2015","Total","0","Los Angeles",3787,68030,17.96,77.73,"lev0",124600,10920,10840,11000,608.1,588.7,627.4,"Hancock Park/Mid-City West/Park La Brea",3787,573.4,554.7,592.7,10860
"504","78.2xx","2011-2015","Total","0","Los Angeles",3282,58950,17.96,77.41,"lev0",117300,10050,9971,10130,559.6,540.5,578.8,"Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake",3625,566.7,548,585.9,9770
"505","78.2xxx","2011-2015","Total","0","Los Angeles",3297,61180,18.56,76.84,"lev0",101000,12120,12020,12210,652.9,630.6,675.2,"Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre",3297,554.4,535.1,574.2,10850
"506","78.2y","2011-2015","Total","0","Los Angeles",2548,48540,19.05,76.44,"lev0",97180,9989,9900,10080,524.4,504,544.7,"Culver City North/Palms",2548,538.4,517,560.6,10190
"507","78.2yy","2011-2015","Total","0","Los Angeles",3582,54020,15.08,80.94,"lev0",82100,13160,13050,13270,872.6,844,901.2,"Encino/Tarzana/Warner Center/Woodland Hills",3583,519,501.7,537,9155
