MSSA_ID,changeCode,changeSystem,adjustedID,adjustedID2,adjustedMSSA_NAME,CNTY_FIPS,COUNTY,MSSA_NAME,DEFINITION,POPDENSITY,AREA_SQMI,POP,POP_CIV
78.2dd,0,78.2dd,78.2dd,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,37,Los Angeles,Burbank South/Eagle Rock/Glendale Northwest,Urban,4202.675812,25.88684,108794,105584
78.2ddd,0,78.2ddd,78.2ddd,78.2ddd,Bell Southwest/Cudahy/Vernon,37,Los Angeles,Bell Southwest/Cudahy/Vernon,Urban,9043.095552,9.059066,81922,81832
78.2dddd,0,78.2dddd,78.2dddd,78.2dddd,Arcadia Southeast/San Gabriel North,37,Los Angeles,Arcadia Southeast/San Gabriel North,Urban,7377.606486,14.003457,103312,102462
78.2e,0,78.2e,78.2e,78.2e,Country Club Park/Koreatown/Mid-City East,37,Los Angeles,Country Club Park/Koreatown/Mid-City East,Urban,26758.7728,5.009123,134038,132804
78.2ee,0,78.2ee,78.2ee,78.2ee,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,37,Los Angeles,Atwater Village/Glendale Central/Glendale Southwest/Griffith Park,Urban,6188.771936,15.530544,96115,94355
78.2eee,0,78.2eee,78.2eee,78.2eee,Downey Northeast,37,Los Angeles,Downey Northeast,Urban,8320.162549,9.606903,79931,79651
78.2eeee,0,78.2eeee,78.2eeee,78.2eeee,Alhambra/El Sereno South/San Gabriel Central,37,Los Angeles,Alhambra/El Sereno South/San Gabriel Central,Urban,10581.10655,10.434541,110409,107841
78.2f,0,78.2f,78.2f,78.2f,Hollywood Hills/Hollywood West/Mount Olympus/West Hollywood,37,Los Angeles,Hollywood Hills/Hollywood West/Mount Olympus/West Hollywood,Urban,9966.387365,9.103198,90726,89809
78.2ff,0,78.2ff,78.2ff,78.2ff,Glassell Park/Glendale Southeast/Silverlake North,37,Los Angeles,Glassell Park/Glendale Southeast/Silverlake North,Urban,9818.347415,9.936499,97560,96491
78.2fff,0,78.2fff,78.2fff,78.2fff,Firestone/Florence South/Watts,37,Los Angeles,Firestone/Florence South/Watts,Urban,18566.60324,6.972519,129456,129191
78.2ffff,0,78.2ffff,78.2ffff,78.2ffff,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,37,Los Angeles,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,15530.60183,6.462853,100372,86852
78.2g,0,78.2g,78.2g,78.2g,Hollywood South Central/Inner Sunset,37,Los Angeles,Hollywood South Central/Inner Sunset,Urban,22638.34344,5.13845,116326,112132
78.2gg,0,78.2gg,78.2gg,78.2gg,Angeles National Forest West/Kagel Canyon/Lake View Terrace/San Fernando East/Sylmar,37,Los Angeles,Angeles National Forest West/Kagel Canyon/Lake View Terrace/San Fernando East/Sylmar,Urban,692.944984,140.237684,97177,95032
78.2ggg,0,78.2ggg,78.2ggg,78.2ggg,South Central Northeast,37,Los Angeles,South Central Northeast,Urban,17880.28873,7.235509,129373,129152
78.2gggg,1,"78.1,78.2gggg",78.2ggggplus,78.2ggggplus,Avalon/Altadena East/Angeles National Forest East/Azusa North/Duarte North/Glendora/Pasadena East,37,Los Angeles,Altadena East/Angeles National Forest East/Azusa North/Duarte North/Glendora/Pasadena East,Rural,181.137051,495.635758,89778,87039
78.2h,0,78.2h,78.2h,78.2h,Boyle Heights Central/City Terrace West,37,Los Angeles,Boyle Heights Central/City Terrace West,Urban,17017.28021,5.602422,95338,94815
78.2hh,0,78.2hh,78.2hh,78.2hh,Granada Hills/Mission Hills/Porter Ranch,37,Los Angeles,Granada Hills/Mission Hills/Porter Ranch,Urban,3510.916159,23.84876,83731,82626
78.2hhh,0,78.2hhh,78.2hhh,78.2hhh,Altadena West/Pasadena Northwest,37,Los Angeles,Altadena West/Pasadena Northwest,Urban,7649.662438,12.47519,95431,90704
78.2hhhh,0,78.2hhhh,78.2hhhh,78.2hhhh,Canoga Park Northeast/Winnetka,37,Los Angeles,Canoga Park Northeast/Winnetka,Urban,12926.50128,7.322244,94651,94066
78.2i,0,78.2i,78.2i,78.2i,El Sereno North/Highland Park/Montecito Heights/Monterey Hills,37,Los Angeles,El Sereno North/Highland Park/Montecito Heights/Monterey Hills,Urban,12450.23288,10.055795,125197,123532
78.2ii,0,78.2ii,78.2ii,78.2ii,Reseda South/Van Nuys Southwest,37,Los Angeles,Reseda South/Van Nuys Southwest,Urban,6758.32276,12.970673,87660,86640
78.2iii,0,78.2iii,78.2iii,78.2iii,North Long Beach,37,Los Angeles,North Long Beach,Urban,12501.72814,7.388978,92375,92063
78.2iiii,0,78.2iiii,78.2iiii,78.2iiii,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,37,Los Angeles,Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North,Urban,9008.748578,12.250203,110359,109412
78.2j,0,78.2j,78.2j,78.2j,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,37,Los Angeles,Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills,Urban,6171.086396,20.157876,124396,121226
78.2jj,0,78.2jj,78.2jj,78.2jj,Sherman Oaks/Studio City/Valley Village,37,Los Angeles,Sherman Oaks/Studio City/Valley Village,Urban,6580.033994,18.877714,124216,122536
78.2jjj,0,78.2jjj,78.2jjj,78.2jjj,Long Beach West Central,37,Los Angeles,Long Beach West Central,Urban,21819.73966,5.159135,112571,110527
78.2jjjj,0,78.2jjjj,78.2jjjj,78.2jjjj,Norwalk/Studebaker,37,Los Angeles,Norwalk/Studebaker,Urban,10813.97304,9.789741,105866,104206
78.2k,0,78.2k,78.2k,78.2k,South Central Northwest,37,Los Angeles,South Central Northwest,Urban,12379.40942,6.367024,78820,78726
78.2kk,0,78.2kk,78.2kk,78.2kk,North Hills/Northridge North,37,Los Angeles,North Hills/Northridge North,Urban,8196.039266,13.181854,108039,107175
78.2kkk,0,78.2kkk,78.2kkk,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,37,Los Angeles,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,5199.064439,24.460362,127171,123824
78.2kkkk,0,78.2kkkk,78.2kkkk,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,37,Los Angeles,Santa Monica Central/Sawtelle/West Los Angeles,Urban,12756.55796,6.470867,82546,80754
78.2l,0,78.2l,78.2l,78.2l,Exposition Park/Leimert Park,37,Los Angeles,Exposition Park/Leimert Park,Urban,16912.0456,5.687721,96191,88562
78.2ll,0,78.2ll,78.2ll,78.2ll,Arleta/Pacoima West/Panorama City/San Fernando West,37,Los Angeles,Arleta/Pacoima West/Panorama City/San Fernando West,Urban,13501.87765,9.109621,122997,122689
78.2lll,0,78.2lll,78.2lll,78.2lll,Bixby Knolls/Long Beach Central,37,Los Angeles,Bixby Knolls/Long Beach Central,Urban,7424.527256,14.57911,108243,105780
78.2m,0,78.2m,78.2m,78.2m,Bellflower/Paramount South,37,Los Angeles,Bellflower/Paramount South,Urban,12015.20963,8.25745,99215,98589
78.2mm,0,78.2mm,78.2mm,78.2mm,Pasadena South/San Marino/South Pasadena,37,Los Angeles,Pasadena South/San Marino/South Pasadena,Urban,5133.803434,19.678782,101027,98776
78.2mmm,0,78.2mmm,78.2mmm,78.2mmm,Downtown Southeast/Florence North,37,Los Angeles,Downtown Southeast/Florence North,Urban,11261.46678,8.327156,93776,88575
78.2n,0,78.2n,78.2n,78.2n,Cerritos/Hawaiian Gardens,37,Los Angeles,Cerritos/Hawaiian Gardens,Urban,8027.660082,13.437788,107874,107736
78.2nn,0,78.2nn,78.2nn,78.2nn,Montebello North/Monterey Park/South San Gabriel,37,Los Angeles,Montebello North/Monterey Park/South San Gabriel,Urban,6779.911717,11.852956,80362,79711
78.2nnn,0,78.2nnn,78.2nnn,78.2nnn,Crenshaw/Culver City East/Mid-City South/West Adams,37,Los Angeles,Crenshaw/Culver City East/Mid-City South/West Adams,Urban,16577.29247,6.624302,109813,108133
78.2o,0,78.2o,78.2o,78.2o,Miraleste/Palo Verdes Estates/Portuguese Bend/Rancho Palos Verdes/Rolling Hills/San Pedro West,37,Los Angeles,Miraleste/Palo Verdes Estates/Portuguese Bend/Rancho Palos Verdes/Rolling Hills/San Pedro West,Urban,3138.987952,38.588552,121129,120526
78.2oo,0,78.2oo,78.2oo,78.2oo,El Monte/Five Points,37,Los Angeles,El Monte/Five Points,Urban,12075.23072,8.243734,99545,98057
78.2ooo,0,78.2ooo,78.2ooo,78.2ooo,Paramount North/Willowbrook,37,Los Angeles,Paramount North/Willowbrook,Urban,12264.77461,10.777613,132185,126182
78.2p,0,78.2p,78.2p,78.2p,Long Beach Port/San Pedro East/Wilmington,37,Los Angeles,Long Beach Port/San Pedro East/Wilmington,Urban,3428.79419,33.313752,114226,111398
78.2pp,0,78.2pp,78.2pp,78.2pp,Hacienda Heights/Industry Central,37,Los Angeles,Hacienda Heights/Industry Central,Urban,3240.335252,31.370519,101651,101651
78.2ppp,0,78.2ppp,78.2ppp,78.2ppp,Pacoima East/Sun Valley West,37,Los Angeles,Pacoima East/Sun Valley West,Urban,6865.114968,14.800771,101609,100742
78.2q,0,78.2q,78.2q,78.2q,Del Aire/Inglewood West/Los Angeles International Airport,37,Los Angeles,Del Aire/Inglewood West/Los Angeles International Airport,Urban,4824.471111,20.820106,100446,99048
78.2qq,0,78.2qq,78.2qq,78.2qq,Asuza/Charter Oak/Covina,37,Los Angeles,Asuza/Charter Oak/Covina,Urban,6717.088981,17.582021,118100,115427
78.2qqq,0,78.2qqq,78.2qqq,78.2qqq,Rosemead/San Gabriel South/South El Monte West/Temple City West,37,Los Angeles,Rosemead/San Gabriel South/South El Monte West/Temple City West,Urban,10345.88465,8.76619,90694,89391
78.2r,0,78.2r,78.2r,78.2r,Inglewood East/Lennox,37,Los Angeles,Inglewood East/Lennox,Urban,12191.89259,6.33913,77286,76965
78.2rr,0,78.2rr,78.2rr,78.2rr,Glendale Northeast/La Canada-Flintridge/La Crescenta/Montrose/Sunland/Tujunga/Verdugo City,37,Los Angeles,Glendale Northeast/La Canada-Flintridge/La Crescenta/Montrose/Sunland/Tujunga/Verdugo City,Urban,2883.642533,38.695156,111583,110012
78.2rrr,0,78.2rrr,78.2rrr,78.2rrr,La Mirada/Santa Fe Springs South,37,Los Angeles,La Mirada/Santa Fe Springs South,Urban,5725.77095,18.057655,103394,100701
78.2s,0,78.2s,78.2s,78.2s,South Central Southwest,37,Los Angeles,South Central Southwest,Urban,17679.75323,4.873258,86158,85732
78.2ss,0,78.2ss,78.2ss,78.2ss,Pomona East and South,37,Los Angeles,Pomona East and South,Urban,8313.736093,13.893753,115509,114052
78.2sss,0,78.2sss,78.2sss,78.2sss,Downey Southwest/Lynwood North Central/South Gate East,37,Los Angeles,Downey Southwest/Lynwood North Central/South Gate East,Urban,10479.17898,9.141078,95791,93911
78.2t,0,78.2t,78.2t,78.2t,Hermosa Beach/Lawndale North/Manhattan Beach/Redondo Beach North,37,Los Angeles,Hermosa Beach/Lawndale North/Manhattan Beach/Redondo Beach North,Urban,9253.577843,10.091123,93379,93166
78.2tt,0,78.2tt,78.2tt,78.2tt,Claremont/La Verne/Pomona Northwest/San Dimas,37,Los Angeles,Claremont/La Verne/Pomona Northwest/San Dimas,Urban,2589.134978,45.265697,117199,108577
78.2ttt,0,78.2ttt,78.2ttt,78.2ttt,Burbank North/North Hollywood South,37,Los Angeles,Burbank North/North Hollywood South,Urban,6076.295351,20.813504,126469,125723
78.2u,0,78.2u,78.2u,78.2u,Redondo Beach Central and South/Torrance West Central,37,Los Angeles,Redondo Beach Central and South/Torrance West Central,Urban,8332.030519,10.974035,91436,90741
78.2uu,0,78.2uu,78.2uu,78.2uu,La Habra Heights/Whittier,37,Los Angeles,La Habra Heights/Whittier,Urban,4310.107783,19.740341,85083,83447
78.2uuu,0,78.2uuu,78.2uuu,78.2uuu,Athens/Gardena Northeast/Harbor Gateway North,37,Los Angeles,Athens/Gardena Northeast/Harbor Gateway North,Urban,7617.101504,11.2103,85390,84826
78.2v,0,78.2v,78.2v,78.2v,Carson/Compton West/Rancho Dominguez,37,Los Angeles,Carson/Compton West/Rancho Dominguez,Urban,4753.405508,22.586753,107364,106413
78.2vv,0,78.2vv,78.2vv,78.2vv,Los Nietos/Santa Fe Springs Northeast,37,Los Angeles,Los Nietos/Santa Fe Springs Northeast,Urban,6536.279222,13.365096,87358,86304
78.2vvv,0,78.2vvv,78.2vvv,78.2vvv,Diamond Bar/Industry East/Phillips Ranch/Pomona West/Walnut,37,Los Angeles,Diamond Bar/Industry East/Phillips Ranch/Pomona West/Walnut,Urban,2766.859289,41.791066,115630,112880
78.2w,0,78.2w,78.2w,78.2w,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,37,Los Angeles,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,Urban,10161.11763,12.227493,124245,113910
78.2ww,0,78.2ww,78.2ww,78.2ww,Pico Rivera/Santa Fe Springs Northwest,37,Los Angeles,Pico Rivera/Santa Fe Springs Northwest,Urban,8180.790603,12.209333,99882,98941
78.2www,0,78.2www,78.2www,78.2www,Valinda/West Covina,37,Los Angeles,Valinda/West Covina,Urban,7194.157983,17.578151,126460,125674
78.2x,0,78.2x,78.2x,78.2x,Hancock Park/Mid-City West/Park La Brea,37,Los Angeles,Hancock Park/Mid-City West/Park La Brea,Urban,12696.48836,9.822873,124716,123028
78.2xx,0,78.2xx,78.2xx,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,37,Los Angeles,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,Urban,1174.079181,97.473834,114442,113774
78.2xxx,0,78.2xxx,78.2xxx,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,37,Los Angeles,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,Urban,3710.880077,27.044797,100360,99296
78.2y,0,78.2y,78.2y,78.2y,Culver City North/Palms,37,Los Angeles,Culver City North/Palms,Urban,11537.14254,8.231674,94970,93822
78.2yy,0,78.2yy,78.2yy,78.2yy,Encino/Tarzana/Warner Center/Woodland Hills,37,Los Angeles,Encino/Tarzana/Warner Center/Woodland Hills,Urban,3333.117186,23.869247,79559,79097
78.2yyy,0,78.2yyy,78.2yyy,78.2yyy,Bassett/Industry West/La Puente,37,Los Angeles,Bassett/Industry West/La Puente,Urban,5117.19703,23.513067,120321,119842
78.2z,0,78.2z,78.2z,78.2z,Mar Vista/Ocean Park/Santa Monica South/Venice,37,Los Angeles,Mar Vista/Ocean Park/Santa Monica South/Venice,Urban,11458.83075,6.668568,76414,74533
78.2zz,0,78.2zz,78.2zz,78.2zz,Northridge South/Reseda North,37,Los Angeles,Northridge South/Reseda North,Urban,9025.065611,12.019303,108475,107860
78.2zzz,0,78.2zzz,78.2zzz,78.2zzz,Baldwin Park/Irwindale,37,Los Angeles,Baldwin Park/Irwindale,Urban,5086.353179,20.51863,104365,101838
79.1,0,79.1,79.1,79.1,Oakhurst/Yosemite Lakes,39,Madera,Oakhurst/Yosemite Lakes,Rural,20.757025,1379.870144,28642,28510
79.2,0,79.2,79.2,79.2,Chowchilla,39,Madera,Chowchilla,Rural,145.308562,156.632201,22760,15092
80,0,80,80,80,Madera,39,Madera,Madera,Rural,156.192493,616.777398,96336,95114
