Indicator,Geography,Year,Strata,Strata Name,Numerator,Denominator,Rate,Age Adjusted Rate,SE Adjusted Rate
Suicide,Lake,2002-2004,Sex,Total,36,185619,19.3946,17.801,3.07709
Suicide,Glenn,2002-2004,Sex,Total,15,81212,18.4702,19.0353,4.93018
Suicide,Plumas,2002-2004,Sex,Total,17,62341,27.2694,27.2122,7.09002
Suicide,Riverside,2002-2004,Sex,Total,500,5317710,9.40254,9.97336,0.447305
Suicide,Solano,2002-2004,Sex,Total,105,1227130,8.55652,8.74453,0.860372
Suicide,Alameda,2002-2004,Sex,Total,385,4401200,8.74762,8.85747,0.455454
Suicide,Sonoma,2002-2004,Sex,Total,191,1404190,13.6022,13.03,0.950644
Suicide,Sacramento,2002-2004,Sex,Total,474,3957350,11.9777,12.1658,0.560144
Suicide,Yuba,2002-2004,Sex,Total,33,191949,17.1921,18.8565,3.30571
Suicide,Tulare,2002-2004,Sex,Total,99,1171480,8.45087,9.09633,0.925596
Suicide,Amador,2002-2004,Sex,Total,19,110458,17.2011,15.5619,3.72434
Suicide,Kings,2002-2004,Sex,Total,41,416053,9.85451,10.3875,1.68748
Suicide,Siskiyou,2002-2004,Sex,Total,30,133766,22.4272,20.2879,3.93004
Suicide,Tehama,2002-2004,Sex,Total,25,175189,14.2703,13.7827,2.79804
Suicide,Lassen,2002-2004,Sex,Total,15,102230,14.6728,16.3514,4.37062
Suicide,Merced,2002-2004,Sex,Total,56,687464,8.14588,9.21482,1.24988
Suicide,Los Angeles,2002-2004,Sex,Total,2150,29336000,7.32889,7.70246,0.167523
Suicide,CALIFORNIA,2002-2004,Sex,Total,9970,106080000,9.39857,9.69796,0.0975076
Suicide,Santa Clara,2002-2004,Sex,Total,416,5084290,8.18206,8.3479,0.413517
Suicide,Butte,2002-2004,Sex,Total,109,630989,17.2745,16.8598,1.64864
Suicide,Santa Barbara,2002-2004,Sex,Total,115,1226830,9.37372,9.44073,0.884898
Suicide,Imperial,2002-2004,Sex,Total,27,452031,5.97304,6.85906,1.35101
Suicide,El Dorado,2002-2004,Sex,Total,65,502699,12.9302,12.302,1.55571
Suicide,Mendocino,2002-2004,Sex,Total,51,263763,19.3355,18.3017,2.60517
Suicide,Del Norte,2002-2004,Sex,Total,18,83673,21.5123,20.2343,4.77674
Suicide,Ventura,2002-2004,Sex,Total,200,2364310,8.45914,8.7571,0.621834
Suicide,San Benito,2002-2004,Sex,Total,14,165944,8.43658,8.72399,2.35509
Suicide,San Joaquin,2002-2004,Sex,Total,185,1863170,9.92929,10.6102,0.783414
Suicide,Madera,2002-2004,Sex,Total,29,397786,7.29035,7.92034,1.47769
Suicide,Mariposa,2002-2004,Sex,Total,11,53097,20.7168,21.5738,6.82864
Suicide,Monterey,2002-2004,Sex,Total,115,1231660,9.33698,9.97711,0.937465
Suicide,Inyo,2002-2004,Sex,Total,15,55481,27.0363,24.5201,6.61444
Suicide,San Mateo,2002-2004,Sex,Total,175,2109360,8.29636,7.89405,0.599049
Suicide,Santa Cruz,2005-2007,Sex,Female,15,384635,3.8998,3.50143,0.916017
Suicide,CALIFORNIA,2005-2007,Sex,Female,2264,54679600,4.14049,4.09938,0.0864156
Suicide,Kern,2005-2007,Sex,Female,43,1140500,3.77027,4.05525,0.620949
Suicide,Santa Barbara,2005-2007,Sex,Female,31,618560,5.01164,4.88283,0.889298
Suicide,Placer,2005-2007,Sex,Female,23,492809,4.66712,4.38123,0.922563
Suicide,Riverside,2005-2007,Sex,Female,126,3032770,4.15462,4.28672,0.382818
Suicide,Tulare,2005-2007,Sex,Female,11,623695,1.76368,1.95843,0.594677
Suicide,San Bernardino,2005-2007,Sex,Female,118,2975150,3.96619,4.2573,0.394846
Suicide,Butte,2005-2007,Sex,Female,20,327782,6.10161,6.31938,1.45686
Suicide,Santa Clara,2005-2007,Sex,Female,95,2555070,3.71809,3.66944,0.377456
Suicide,Monterey,2005-2007,Sex,Female,23,593571,3.87485,3.95431,0.83006
Suicide,San Mateo,2005-2007,Sex,Female,44,1068970,4.11612,3.70794,0.56592
Suicide,El Dorado,2005-2007,Sex,Female,18,262923,6.84612,6.16414,1.51706
Suicide,San Diego,2005-2007,Sex,Female,217,4463890,4.86123,4.81149,0.327925
Suicide,San Francisco,2005-2007,Sex,Female,60,1158920,5.17722,4.46748,0.585559
Suicide,Sonoma,2005-2007,Sex,Female,38,717820,5.29381,4.92465,0.816848
Suicide,Ventura,2005-2007,Sex,Female,56,1207640,4.63713,4.49564,0.60392
Suicide,Nevada,2005-2007,Sex,Female,11,148983,7.38339,5.94847,1.895
Suicide,Sacramento,2005-2007,Sex,Female,120,2102530,5.70742,5.6354,0.516275
Suicide,Mendocino,2005-2007,Sex,Female,11,131890,8.34028,8.29765,2.62246
Suicide,Stanislaus,2005-2007,Sex,Female,30,764314,3.92509,4.02462,0.737016
Suicide,San Luis Obispo,2005-2007,Sex,Female,28,383187,7.30715,6.91947,1.35458
Suicide,Orange,2005-2007,Sex,Female,202,4479780,4.50915,4.42179,0.311824
Suicide,Marin,2005-2007,Sex,Female,36,376269,9.56761,8.0029,1.40591
Suicide,Contra Costa,2005-2007,Sex,Female,71,1554030,4.56878,4.23099,0.506749
Suicide,Madera,2005-2007,Sex,Female,15,223346,6.71603,6.77054,1.7512
Suicide,Los Angeles,2005-2007,Sex,Female,454,14885700,3.04991,3.03996,0.143048
Suicide,Fresno,2005-2007,Sex,Female,52,1329530,3.91114,4.1209,0.575465
Suicide,Shasta,2005-2007,Sex,Female,17,267687,6.35071,6.58055,1.64931
Suicide,Solano,2005-2007,Sex,Female,28,616321,4.54308,4.48738,0.854067
Suicide,San Joaquin,2005-2007,Sex,Female,27,994706,2.71437,2.89701,0.559764
Suicide,Alameda,2005-2007,Sex,Female,88,2242640,3.92395,3.74076,0.400459
Suicide,Humboldt,2005-2007,Sex,Female,24,198817,12.0714,11.0377,2.31235
Suicide,Sacramento,2005-2007,Sex,Male,391,2016000,19.3948,20.1458,1.03158
Suicide,Sonoma,2005-2007,Sex,Male,121,694658,17.4186,16.7031,1.54067
Suicide,Humboldt,2005-2007,Sex,Male,59,197755,29.8349,29.3393,3.91373
Suicide,Solano,2005-2007,Sex,Male,100,618236,16.1751,16.6925,1.70282
Suicide,San Joaquin,2005-2007,Sex,Male,99,987541,10.0249,11.1344,1.1385
Suicide,Contra Costa,2005-2007,Sex,Male,194,1481560,13.0943,13.662,0.993458
Suicide,Placer,2005-2007,Sex,Male,72,471810,15.2604,14.9654,1.78462
Suicide,Monterey,2005-2007,Sex,Male,77,628176,12.2577,13.0221,1.51124
Suicide,CALIFORNIA,2005-2007,Sex,Male,7580,54105400,14.0097,14.7777,0.17239
Suicide,Los Angeles,2005-2007,Sex,Male,1510,14485100,10.4245,11.2224,0.294789
Suicide,San Bernardino,2005-2007,Sex,Male,394,2947000,13.3695,15.2474,0.802984
Suicide,Nevada,2005-2007,Sex,Male,37,145633,25.4063,25.6191,4.41223
Suicide,Butte,2005-2007,Sex,Male,88,318715,27.6109,28.5121,3.10332
Suicide,Stanislaus,2005-2007,Sex,Male,105,745626,14.0821,14.9223,1.47701
Suicide,San Luis Obispo,2005-2007,Sex,Male,80,402721,19.8648,19.187,2.18507
Suicide,Tulare,2005-2007,Sex,Male,103,624408,16.4956,19.3485,1.96552
Suicide,Fresno,2005-2007,Sex,Male,198,1328580,14.9032,16.308,1.18299
Suicide,Santa Cruz,2005-2007,Sex,Male,69,383177,18.0074,18.5911,2.32245
Suicide,San Francisco,2005-2007,Sex,Male,227,1194990,18.9959,16.756,1.13092
Suicide,Alameda,2005-2007,Sex,Male,236,2158480,10.9336,11.3173,0.752473
Suicide,San Diego,2005-2007,Sex,Male,711,4503230,15.7887,16.7207,0.637091
Suicide,Santa Clara,2005-2007,Sex,Male,257,2594610,9.90514,10.1982,0.65084
Suicide,Kern,2005-2007,Sex,Male,184,1213490,15.1629,17.6238,1.34816
Suicide,Glenn,2005-2007,Sex,Male,13,42033.3,30.9279,32.1339,8.96456
Suicide,Ventura,2005-2007,Sex,Male,212,1196360,17.7204,18.7132,1.3054
Suicide,Riverside,2005-2007,Sex,Male,452,3001960,15.0568,16.3423,0.775895
Suicide,San Mateo,2005-2007,Sex,Male,141,1033980,13.6366,13.5405,1.15062
Suicide,Mendocino,2005-2007,Sex,Male,44,131356,33.4968,33.0266,5.09461
Suicide,El Dorado,2005-2007,Sex,Male,64,262711,24.3613,24.7493,3.20249
Suicide,Santa Barbara,2005-2007,Sex,Male,74,622624,11.8852,12.6505,1.48322
Suicide,Orange,2005-2007,Sex,Male,559,4398620,12.7085,13.3004,0.571885
Suicide,Shasta,2005-2007,Sex,Male,101,257654,39.1998,38.4284,3.9056
Suicide,Marin,2005-2007,Sex,Male,74,366466,20.1929,18.6592,2.23578
Suicide,Madera,2005-2007,Sex,Male,41,206856,19.8206,23.2715,3.68349
Suicide,San Diego,2005-2007,Sex,Total,928,8967120,10.3489,10.4514,0.344886
Suicide,El Dorado,2005-2007,Sex,Total,82,525634,15.6002,15.2381,1.74525
Suicide,San Mateo,2005-2007,Sex,Total,185,2102950,8.7971800000000009,8.38997,0.620586
Suicide,San Luis Obispo,2005-2007,Sex,Total,108,785908,13.7421,12.9567,1.277
Suicide,San Joaquin,2005-2007,Sex,Total,126,1982250,6.35642,6.81533,0.610477
Suicide,Santa Clara,2005-2007,Sex,Total,352,5149690,6.83537,6.8335,0.366512
Suicide,Madera,2005-2007,Sex,Total,56,430202,13.0171,14.1686,1.90379
Suicide,Tulare,2005-2007,Sex,Total,114,1248100,9.13386,10.2006,0.967009
Suicide,Trinity,2005-2007,Sex,Total,23,41399,55.5569,52.7474,12.1359
Suicide,Imperial,2005-2007,Sex,Total,34,487083,6.98033,7.62305,1.32662
Suicide,Marin,2005-2007,Sex,Total,110,742735,14.8101,13.271,1.31701
Suicide,Mendocino,2005-2007,Sex,Total,55,263246,20.893,20.5388,2.85434
Suicide,Sutter,2005-2007,Sex,Total,16,271236,5.89892,6.09686,1.52973
Suicide,Tehama,2005-2007,Sex,Total,30,184014,16.3031,16.7717,3.11524
Suicide,Siskiyou,2005-2007,Sex,Total,38,134698,28.2113,27.4275,4.80596
Suicide,Yuba,2005-2007,Sex,Total,37,207151,17.8614,18.8203,3.12783
Suicide,Santa Barbara,2005-2007,Sex,Total,105,1241180,8.45966,8.54937,0.841956
Suicide,Lassen,2005-2007,Sex,Total,25,105288,23.7444,22.4977,4.55832
Suicide,Calaveras,2005-2007,Sex,Total,26,135727,19.1561,16.5536,3.51439
Suicide,Sacramento,2005-2007,Sex,Total,511,4118530,12.4073,12.5273,0.556969
Suicide,Fresno,2005-2007,Sex,Total,250,2658110,9.40517,10.0278,0.64059
Suicide,San Bernardino,2005-2007,Sex,Total,512,5922150,8.64551,9.45868,0.425325
Suicide,Contra Costa,2005-2007,Sex,Total,265,3035590,8.72978,8.64987,0.535489
Suicide,Tuolumne,2005-2007,Sex,Total,39,169143,23.0574,22.7805,3.82807
Suicide,CALIFORNIA,2005-2007,Sex,Total,9845,108785000,9.04997,9.18136,0.09294
Suicide,Riverside,2005-2007,Sex,Total,578,6034730,9.57789,10.0891,0.420738
Suicide,Santa Cruz,2005-2007,Sex,Total,85,767812,11.0704,10.5017,1.15739
Suicide,Humboldt,2005-2007,Sex,Total,83,396572,20.9294,19.5726,2.19391
Suicide,Yolo,2005-2007,Sex,Total,44,573017,7.67866,8.15314,1.2645
Suicide,Amador,2005-2007,Sex,Total,28,113771,24.6108,19.6843,3.91918
Suicide,Napa,2005-2007,Sex,Total,45,395815,11.3689,11.1959,1.69269
Suicide,Lake,2005-2007,Sex,Total,52,190885,27.2415,26.2542,3.85436
Suicide,Kern,2005-2007,Sex,Total,227,2353990,9.6432,10.7234,0.721425
Suicide,Shasta,2005-2007,Sex,Total,118,525341,22.4616,21.7113,2.05161
Suicide,Los Angeles,2005-2007,Sex,Total,1964,29370800,6.68692,6.87505,0.156136
Suicide,Sonoma,2005-2007,Sex,Total,159,1412480,11.2568,10.4792,0.844275
Suicide,Nevada,2005-2007,Sex,Total,48,294616,16.2924,15.7926,2.42676
Suicide,Solano,2005-2007,Sex,Total,128,1234560,10.3681,10.4627,0.932442
Suicide,Merced,2005-2007,Sex,Total,47,735693,6.38853,7.03232,1.03832
Suicide,Plumas,2005-2007,Sex,Total,11,62165,17.6948,12.9352,4.11186
Suicide,San Francisco,2005-2007,Sex,Total,287,2353920,12.1924,10.6929,0.638622
Suicide,Alameda,2005-2007,Sex,Total,324,4401120,7.36176,7.28182,0.407355
Suicide,Kings,2005-2007,Sex,Total,32,442475,7.23205,8.36299,1.55056
Suicide,Glenn,2005-2007,Sex,Total,13,83269,15.6121,16.1344,4.49661
Suicide,Orange,2005-2007,Sex,Total,761,8878410,8.57136,8.63311,0.314144
Suicide,Monterey,2005-2007,Sex,Total,100,1221750,8.185,8.53578,0.858883
Suicide,Ventura,2005-2007,Sex,Total,268,2404000,11.1481,11.278,0.692755
Suicide,Placer,2005-2007,Sex,Total,95,964619,9.84845,9.40738,0.975832
Suicide,Stanislaus,2005-2007,Sex,Total,135,1509940,8.94075,9.26226,0.801162
Suicide,Butte,2005-2007,Sex,Total,108,646497,16.7054,16.8846,1.6726
Suicide,Shasta,2008-2010,Sex,Female,18,269853,6.6703,6.71857,1.65133
Suicide,Fresno,2008-2010,Sex,Female,44,1385400,3.17597,3.31238,0.505371
Suicide,San Mateo,2008-2010,Sex,Female,55,1091780,5.03764,4.72479,0.649539
Suicide,Orange,2008-2010,Sex,Female,206,4541620,4.53583,4.38555,0.307235
Suicide,Monterey,2008-2010,Sex,Female,38,602384,6.30827,6.20992,1.01535
Suicide,Santa Cruz,2008-2010,Sex,Female,23,392859,5.85452,5.66063,1.20589
Suicide,San Diego,2008-2010,Sex,Female,258,4589570,5.62145,5.43959,0.341267
Suicide,Sacramento,2008-2010,Sex,Female,126,2160140,5.83294,5.73079,0.51509
Suicide,El Dorado,2008-2010,Sex,Female,21,269654,7.78775,6.91349,1.59091
Suicide,Kern,2008-2010,Sex,Female,51,1204790,4.23312,4.52503,0.637323
Suicide,Placer,2008-2010,Sex,Female,29,527837,5.49412,5.33745,1.01897
Suicide,Tulare,2008-2010,Sex,Female,14,655371,2.1362,2.35511,0.636228
Suicide,Humboldt,2008-2010,Sex,Female,22,200373,10.9795,9.94499,2.18734
Suicide,Riverside,2008-2010,Sex,Female,130,3255420,3.99335,4.08583,0.360083
Suicide,Lake,2008-2010,Sex,Female,16,96639.2,16.5564,15.8685,4.26677
Suicide,Santa Clara,2008-2010,Sex,Female,116,2649080,4.37887,4.21976,0.394086
Suicide,Santa Barbara,2008-2010,Sex,Female,35,630283,5.55306,5.54493,0.951403
Suicide,Marin,2008-2010,Sex,Female,32,382261,8.37124,7.88971,1.51887
Suicide,Merced,2008-2010,Sex,Female,21,379376,5.5354,5.67933,1.31344
Suicide,Nevada,2008-2010,Sex,Female,12,149349,8.03487,7.8466,2.47024
Suicide,Mendocino,2008-2010,Sex,Female,20,131429,15.2174,14.9719,3.45925
Suicide,Ventura,2008-2010,Sex,Female,69,1234690,5.58845,5.16286,0.628137
Suicide,Sonoma,2008-2010,Sex,Female,61,732060,8.33265,7.34856,0.97602
Suicide,Alameda,2008-2010,Sex,Female,99,2298060,4.30798,4.18613,0.423951
Suicide,San Joaquin,2008-2010,Sex,Female,39,1025580,3.80273,3.89575,0.628281
Suicide,Butte,2008-2010,Sex,Female,20,332833,6.00903,6.99219,1.64125
Suicide,San Bernardino,2008-2010,Sex,Female,146,3056790,4.77626,4.91501,0.412082
Suicide,Stanislaus,2008-2010,Sex,Female,34,777670,4.37203,4.47617,0.774539
Suicide,Solano,2008-2010,Sex,Female,35,619376,5.65085,5.69328,0.97293
Suicide,Los Angeles,2008-2010,Sex,Female,522,14922000,3.49819,3.40914,0.149959
Suicide,San Luis Obispo,2008-2010,Sex,Female,23,392014,5.86713,5.71434,1.25566
Suicide,Contra Costa,2008-2010,Sex,Female,93,1601460,5.80719,5.59814,0.588902
Suicide,CALIFORNIA,2008-2010,Sex,Female,2601,55922500,4.65108,4.53245,0.0895392
Suicide,Madera,2008-2010,Sex,Female,14,233200,6.00342,5.9803,1.60658
Suicide,San Francisco,2008-2010,Sex,Female,62,1186070,5.22736,4.55531,0.600144
Suicide,Yolo,2008-2010,Sex,Female,16,307266,5.20722,5.30775,1.3432
Suicide,Nevada,2008-2010,Sex,Male,40,146280,27.3448,24.9512,4.20941
Suicide,San Luis Obispo,2008-2010,Sex,Male,108,412073,26.209,23.8641,2.35907
Suicide,Humboldt,2008-2010,Sex,Male,79,201523,39.2014,37.7454,4.346
Suicide,Marin,2008-2010,Sex,Male,83,371442,22.3454,19.2105,2.19912
Suicide,Sacramento,2008-2010,Sex,Male,406,2073830,19.5773,19.9642,1.00485
Suicide,Plumas,2008-2010,Sex,Male,12,30179.6,39.762,28.7205,8.76601
Suicide,Yolo,2008-2010,Sex,Male,46,292372,15.7334,16.229,2.4608
Suicide,Tulare,2008-2010,Sex,Male,101,657059,15.3715,17.3203,1.75573
Suicide,San Mateo,2008-2010,Sex,Male,148,1056350,14.0105,13.4501,1.12361
Suicide,Santa Cruz,2008-2010,Sex,Male,81,391267,20.702,20.2371,2.31995
Suicide,Ventura,2008-2010,Sex,Male,203,1220350,16.6346,17.2806,1.23229
Suicide,Santa Barbara,2008-2010,Sex,Male,102,635662,16.0463,16.2915,1.63377
Suicide,Madera,2008-2010,Sex,Male,31,216258,14.3347,15.4817,2.82149
Suicide,San Joaquin,2008-2010,Sex,Male,156,1017920,15.3254,16.9756,1.38233
Suicide,Kern,2008-2010,Sex,Male,195,1288130,15.1383,17.2866,1.29439
Suicide,Mendocino,2008-2010,Sex,Male,49,131583,37.2388,33.8908,5.02243
Suicide,Monterey,2008-2010,Sex,Male,84,636998,13.1868,13.6924,1.52339
Suicide,Fresno,2008-2010,Sex,Male,150,1384360,10.8353,11.9608,0.997921
Suicide,Shasta,2008-2010,Sex,Male,91,260719,34.9035,33.4643,3.61465
Suicide,Contra Costa,2008-2010,Sex,Male,261,1526860,17.094,16.9508,1.06822
Suicide,Orange,2008-2010,Sex,Male,600,4454950,13.4682,13.6887,0.566629
Suicide,Solano,2008-2010,Sex,Male,104,618852,16.8053,17.1306,1.72357
Suicide,Merced,2008-2010,Sex,Male,51,383482,13.2992,15.4165,2.2117
Suicide,San Bernardino,2008-2010,Sex,Male,498,3026290,16.4558,18.068,0.840676
Suicide,Stanislaus,2008-2010,Sex,Male,129,760666,16.9588,18.3404,1.64366
Suicide,Placer,2008-2010,Sex,Male,127,504217,25.1876,24.5114,2.2093
Suicide,Alameda,2008-2010,Sex,Male,316,2212890,14.28,14.4381,0.829673
Suicide,Los Angeles,2008-2010,Sex,Male,1802,14517000,12.413,12.8429,0.307688
Suicide,Santa Clara,2008-2010,Sex,Male,333,2675640,12.4456,12.4856,0.693807
Suicide,Butte,2008-2010,Sex,Male,112,325096,34.4513,32.8197,3.19933
Suicide,Riverside,2008-2010,Sex,Male,478,3222040,14.8353,15.6453,0.722244
Suicide,San Diego,2008-2010,Sex,Male,812,4639860,17.5005,17.7246,0.63139
Suicide,Lake,2008-2010,Sex,Male,41,97031.8,42.2542,40.4764,6.69192
Suicide,CALIFORNIA,2008-2010,Sex,Male,8631,55344500,15.595,15.9475,0.174196
Suicide,Inyo,2008-2010,Sex,Male,12,27819.8,43.1348,37.9663,12.701
Suicide,San Francisco,2008-2010,Sex,Male,208,1223580,16.9993,15.0969,1.0729
Suicide,El Dorado,2008-2010,Sex,Male,73,269621,27.0751,25.1119,3.0777
Suicide,Sonoma,2008-2010,Sex,Male,152,709032,21.4377,20.52,1.69864
Suicide,Inyo,2008-2010,Sex,Total,12,55370,21.6724,19.1303,6.43079
Suicide,Del Norte,2008-2010,Sex,Total,16,85517,18.7097,18.5991,4.70044
Suicide,San Francisco,2008-2010,Sex,Total,270,2409650,11.205,9.871,0.615446
Suicide,Tuolumne,2008-2010,Sex,Total,35,166668,20.9998,18.7341,3.36291
Suicide,Butte,2008-2010,Sex,Total,132,657929,20.063,19.3285,1.75719
Suicide,Madera,2008-2010,Sex,Total,45,449458,10.0121,10.3733,1.55842
Suicide,Kern,2008-2010,Sex,Total,246,2492910,9.86798,10.7599,0.69815
Suicide,Stanislaus,2008-2010,Sex,Total,163,1538340,10.5959,11.0801,0.875859
Suicide,Plumas,2008-2010,Sex,Total,12,60413,19.8633,13.6704,4.16854
Suicide,Sonoma,2008-2010,Sex,Total,213,1441090,14.7805,13.6128,0.956837
Suicide,Contra Costa,2008-2010,Sex,Total,354,3128320,11.316,10.9069,0.588198
Suicide,Tehama,2008-2010,Sex,Total,29,189347,15.3158,14.1176,2.69912
Suicide,Humboldt,2008-2010,Sex,Total,101,401896,25.1309,23.3471,2.37374
Suicide,Sutter,2008-2010,Sex,Total,41,282696,14.5032,14.5682,2.29106
Suicide,Solano,2008-2010,Sex,Total,139,1238230,11.2257,11.0954,0.952956
Suicide,San Mateo,2008-2010,Sex,Total,203,2148130,9.45006,8.80323,0.626938
Suicide,Alameda,2008-2010,Sex,Total,415,4510950,9.19984,8.94668,0.443495
Suicide,Santa Cruz,2008-2010,Sex,Total,104,784126,13.2632,12.8643,1.29607
Suicide,San Bernardino,2008-2010,Sex,Total,644,6083070,10.5868,11.1857,0.449006
Suicide,El Dorado,2008-2010,Sex,Total,94,539275,17.4308,15.7378,1.70059
Suicide,Shasta,2008-2010,Sex,Total,109,530572,20.5439,19.4148,1.93048
Suicide,San Joaquin,2008-2010,Sex,Total,195,2043500,9.54247,10.1652,0.733906
Suicide,Marin,2008-2010,Sex,Total,115,753703,15.258,13.2542,1.31214
Suicide,Santa Clara,2008-2010,Sex,Total,449,5324730,8.43236,8.29816,0.394238
Suicide,Amador,2008-2010,Sex,Total,30,113838,26.3532,23.4642,4.62264
Suicide,Fresno,2008-2010,Sex,Total,194,2769760,7.00421,7.4645,0.542669
Suicide,San Diego,2008-2010,Sex,Total,1070,9229420,11.5934,11.3346,0.349458
Suicide,Riverside,2008-2010,Sex,Total,608,6477460,9.3864,9.64401,0.39312
Suicide,Yuba,2008-2010,Sex,Total,30,215533,13.919,14.1532,2.61723
Suicide,Merced,2008-2010,Sex,Total,72,762858,9.43819,10.3664,1.25451
Suicide,Placer,2008-2010,Sex,Total,156,1032050,15.1155,14.4805,1.1819
Suicide,Siskiyou,2008-2010,Sex,Total,26,134853,19.2803,18.6333,3.93804
Suicide,Los Angeles,2008-2010,Sex,Total,2324,29439100,7.89427,7.86736,0.164366
Suicide,Tulare,2008-2010,Sex,Total,115,1312430,8.76237,9.69008,0.914049
Suicide,Lassen,2008-2010,Sex,Total,14,104762,13.3636,12.5821,3.43252
Suicide,Trinity,2008-2010,Sex,Total,13,41280,31.4922,30.4682,9.28562
Suicide,San Luis Obispo,2008-2010,Sex,Total,131,804087,16.2918,14.7003,1.33159
Suicide,Kings,2008-2010,Sex,Total,32,455803,7.02058,6.97657,1.25959
Suicide,Monterey,2008-2010,Sex,Total,122,1239380,9.84362,9.98018,0.911947
Suicide,Santa Barbara,2008-2010,Sex,Total,137,1265950,10.822,10.7811,0.933825
Suicide,CALIFORNIA,2008-2010,Sex,Total,11232,111267000,10.0946,9.9921,0.0949996
Suicide,Imperial,2008-2010,Sex,Total,26,518452,5.01493,5.25293,1.03741
Suicide,Yolo,2008-2010,Sex,Total,62,599638,10.3396,10.5617,1.37093
Suicide,Orange,2008-2010,Sex,Total,806,8996570,8.95897,8.81304,0.312232
Suicide,San Benito,2008-2010,Sex,Total,13,165537,7.85323,8.91666,2.52884
Suicide,Sacramento,2008-2010,Sex,Total,532,4233970,12.565,12.4464,0.544474
Suicide,Calaveras,2008-2010,Sex,Total,25,136799,18.275,16.4228,3.69993
Suicide,Nevada,2008-2010,Sex,Total,52,295629,17.5896,16.3247,2.44078
Suicide,Lake,2008-2010,Sex,Total,57,193671,29.4314,28.051,3.96069
Suicide,Napa,2008-2010,Sex,Total,47,406687,11.5568,11.0099,1.63903
Suicide,Ventura,2008-2010,Sex,Total,272,2455040,11.0792,10.847,0.664387
Suicide,Mendocino,2008-2010,Sex,Total,69,263012,26.2345,24.1955,3.02821
Suicide,Mariposa,2008-2010,Sex,Total,17,54911,30.9592,26.4381,7.03428
Suicide,Santa Clara,2011-2013,Sex,Female,115,2753300,4.17681,4.04527,0.380403
Suicide,Santa Barbara,2011-2013,Sex,Female,24,642059,3.73797,3.446,0.720991
Suicide,San Bernardino,2011-2013,Sex,Female,112,3133350,3.57445,3.55219,0.339452
Suicide,Lake,2011-2013,Sex,Female,12,96865.8,12.3883,12.21,3.83027
Suicide,Sacramento,2011-2013,Sex,Female,130,2209750,5.88303,5.60557,0.499342
Suicide,Riverside,2011-2013,Sex,Female,166,3394710,4.88997,4.7751,0.374115
Suicide,San Francisco,2011-2013,Sex,Female,65,1228470,5.29112,4.57304,0.590639
Suicide,Merced,2011-2013,Sex,Female,21,390976,5.37117,5.7928,1.27824
Suicide,Fresno,2011-2013,Sex,Female,61,1426360,4.27663,4.50277,0.584979
Suicide,Shasta,2011-2013,Sex,Female,28,271320,10.3199,9.24441,1.8436
Suicide,Humboldt,2011-2013,Sex,Female,26,200789,12.9489,12.2814,2.58231
Suicide,Ventura,2011-2013,Sex,Female,75,1262580,5.94021,5.47756,0.643746
Suicide,Alameda,2011-2013,Sex,Female,105,2376190,4.41884,4.15383,0.410122
Suicide,San Joaquin,2011-2013,Sex,Female,43,1053630,4.08113,4.26393,0.656887
Suicide,Marin,2011-2013,Sex,Female,34,390843,8.69914,6.98242,1.306
Suicide,San Luis Obispo,2011-2013,Sex,Female,34,397914,8.54455,8.01699,1.44618
Suicide,Butte,2011-2013,Sex,Female,27,335084,8.05769,8.01185,1.60446
Suicide,El Dorado,2011-2013,Sex,Female,17,272143,6.24671,5.06045,1.32874
Suicide,San Mateo,2011-2013,Sex,Female,56,1127750,4.96564,4.51077,0.623116
Suicide,Kern,2011-2013,Sex,Female,64,1240240,5.16029,5.33909,0.67378
Suicide,Madera,2011-2013,Sex,Female,11,235700,4.66695,4.91602,1.50243
Suicide,Tulare,2011-2013,Sex,Female,21,676445,3.10447,3.33274,0.735759
Suicide,Los Angeles,2011-2013,Sex,Female,504,15173200,3.32164,3.21274,0.144278
Suicide,Placer,2011-2013,Sex,Female,25,552298,4.52654,4.08809,0.841991
Suicide,Monterey,2011-2013,Sex,Female,23,616419,3.73123,3.79768,0.808094
Suicide,CALIFORNIA,2011-2013,Sex,Female,2690,57328900,4.69222,4.50106,0.0878534
Suicide,San Diego,2011-2013,Sex,Female,302,4724890,6.39169,6.10256,0.355916
Suicide,Santa Cruz,2011-2013,Sex,Female,31,402031,7.71085,7.3311,1.36966
Suicide,Solano,2011-2013,Sex,Female,22,627894,3.50378,3.39071,0.74177
Suicide,Contra Costa,2011-2013,Sex,Female,88,1654210,5.31976,4.85975,0.530791
Suicide,Orange,2011-2013,Sex,Female,233,4671300,4.98791,4.7746,0.315989
Suicide,Nevada,2011-2013,Sex,Female,19,148667,12.7802,12.8587,3.29153
Suicide,Stanislaus,2011-2013,Sex,Female,34,792739,4.28893,4.35518,0.754773
Suicide,Napa,2011-2013,Sex,Female,16,206548,7.7464,6.67211,1.74848
Suicide,Sonoma,2011-2013,Sex,Female,45,747094,6.02334,5.3183,0.827076
Suicide,CALIFORNIA,2011-2013,Sex,Male,8990,56761000,15.8384,15.9198,0.170321
Suicide,Monterey,2011-2013,Sex,Male,81,653332,12.398,12.9232,1.47369
Suicide,San Mateo,2011-2013,Sex,Male,134,1090870,12.2838,11.3291,0.994627
Suicide,Madera,2011-2013,Sex,Male,64,218840,29.2451,31.4377,3.9943
